quarter,report_date,active_mobile_subscriptions,mobile_penetration_pct,active_internet_subscriptions,internet_penetration_pct,broadband_penetration_pct,active_fixed_telephone_subs,fixed_teledensity_pct,mobile_data_traffic_pb,fixed_data_traffic_pb,mno_revenue_zwg,mno_operating_costs_zwg,mno_capex_zwg,mno_cost_to_income_ratio_pct,mno_arpu_zwg,total_2g_base_stations,total_3g_base_stations,total_lte_base_stations,total_5g_base_stations,total_urban_base_stations,total_rural_base_stations,rural_4g_population_coverage_pct,urban_4g_population_coverage_pct,rural_5g_population_coverage_pct,urban_5g_population_coverage_pct,estimated_population
Q4 2025,2026-04-30,16778982,107.04,13252877,84.55,82.63,304383,1.942,160.33,479.94,7735011519,4643955390,1080614651,59.95,460.99,5101,4052,3585,366,8423,4681,29.0,95.9,0.0,18.9,15675158
