FREQ,Frequency,REF_AREA,Reference Area,IND_DEMO,Demographics Indicator,AGE_GROUP,Age group,SEX,Sex (DESC),TIME_PERIOD,Observation,Observation Status,UNIT_MEASURE,Unit of Measure,SOURCE,Source
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2025,12261.392757642065,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2026,13057.305697377873,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2027,13728.099572221967,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2028,14665.401461160505,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2029,15654.648263299066,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2030,16695.92365262519,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2031,17603.890816566854,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2032,18624.954705090146,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2033,19724.140728479735,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2034,20837.829427103672,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2035,22032.481487324305,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2036,23926.24184290071,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2037,25647.10669523625,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2038,27038.506769905318,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2039,27792.213581865813,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2040,28133.274970441504,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2041,27478.97831984966,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,_T,Total,2042,26979.38922994592,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2022,4330.916472648208,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2023,4414.982009197437,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2024,4587.778761232225,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2025,4778.071809278251,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2026,5155.158646168055,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2027,5497.919416597718,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2028,5983.150025976025,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2029,6532.950299205326,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2030,7161.817167266359,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2031,7727.864001077523,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2032,8293.910834888688,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2033,8839.71195474399,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2034,9337.523234111331,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2035,9817.08837620981,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2036,10588.508398914779,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2037,11300.024436705085,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2038,11883.650882222777,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2039,12204.749571876622,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2040,12365.382232398837,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2041,12067.945200207807,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,M,Male,2042,11829.162417502068,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2022,6911.41974387477,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2023,7023.148787135874,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2024,7255.759817880039,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2025,7483.320948363814,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2026,7902.1470512098185,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2027,8230.180155624248,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2028,8682.25143518448,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2029,9121.69796409374,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2030,9534.106485358834,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2031,9876.026815489333,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2032,10331.04387020146,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2033,10884.428773735744,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2034,11500.30619299234,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2035,12215.393111114496,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2036,13337.73344398593,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2037,14347.082258531163,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2038,15154.85588768254,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2039,15587.46400998919,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2040,15767.892738042668,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2041,15411.033119641852,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y25T29,25-29,F,Female,2042,15150.226812443849,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2022,11077.686250762046,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2023,11094.499363489675,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2024,11100.341270550609,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2025,11314.924456326004,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2026,11618.850920154306,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2027,11847.945318433329,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2028,12064.652154621503,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2029,12511.15170702587,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2030,12964.76180049783,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2031,13824.998156828144,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2032,14543.86860388613,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2033,15545.294450469999,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2034,16597.52866605606,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2035,17699.89946094601,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2036,18652.89110942428,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2037,19739.99228770195,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2038,20912.45802223315,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2039,22105.464902022555,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2040,23387.712839624808,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2041,25430.33742376515,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,_T,Total,2042,27298.372052888564,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2022,4182.345070858345,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2023,4166.299275945294,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2024,4157.499969057491,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2025,4226.341605297357,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2026,4320.373414196423,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2027,4396.461538461538,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2028,4487.991583637601,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2029,4676.314004579492,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2030,4879.9058110031565,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2031,5279.670400396064,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2032,5641.563463085587,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2033,6150.888050003095,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2034,6727.673989727087,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2035,7386.673061451823,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2036,7977.434370938796,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2037,8575.787239309364,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2038,9154.55733646884,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2039,9686.138993749613,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2040,10197.879076675537,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2041,11020.700538399653,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,M,Male,2042,11786.844111640572,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2022,6895.341179903701,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2023,6928.20008754438,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2024,6942.8413014931175,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2025,7088.5828510286465,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2026,7298.4775059578815,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2027,7451.483779971791,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2028,7576.660570983901,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2029,7834.837702446379,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2030,8084.855989494674,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2031,8545.32775643208,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2032,8902.305140800545,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2033,9394.406400466904,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2034,9869.854676328972,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2035,10313.226399494188,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2036,10675.456738485482,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2037,11164.205048392587,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2038,11757.90068576431,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2039,12419.325908272944,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2040,13189.833762949273,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2041,14409.636885365497,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y30T34,30-34,F,Female,2042,15511.527941247992,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2022,13401.91872882903,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2023,13258.114061239998,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2024,13036.528241025395,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2025,12950.395488598027,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2026,12729.199509456515,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2027,12480.787220860864,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2028,12509.407654493129,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2029,12522.217757526381,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2030,12776.983339415892,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2031,13134.531887081403,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2032,13403.937444041661,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2033,13659.127427973372,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2034,14178.704428118685,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2035,14707.099302779248,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2036,15702.81706496338,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2037,16528.938161539987,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2038,17673.204753324964,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2039,18870.944678832515,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2040,20123.078971874093,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2041,21204.042778073308,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,_T,Total,2042,22440.10328065741,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2022,5139.717947765353,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2023,5051.434520934726,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2024,4930.796411189955,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2025,4866.946019244344,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2026,4769.595645874355,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2027,4671.00453245161,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2028,4656.7837426161905,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2029,4650.389159267378,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2030,4734.282275142104,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2031,4847.094178400268,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y35T39,35-39,M,Male,2032,4938.2408515064835,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
