FREQ,Frequency,REF_AREA,Reference Area,IND_DEMO,Demographics Indicator,AGE_GROUP,Age group,SEX,Sex (DESC),TIME_PERIOD,Observation,Observation Status,UNIT_MEASURE,Unit of Measure,SOURCE,Source
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2022,271938.8911301125,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2023,278627.4918251119,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2024,285277.9780397039,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2025,291830.7561684658,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2026,298220.2340880127,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2027,304911.96633128833,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2028,311657.8360640779,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2029,318624.3697755763,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2030,325667.7213757572,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2031,332678.2044516497,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2032,340198.6810431824,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2033,348070.01045185234,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2034,356446.0111857505,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2035,365242.12669312174,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2036,374383.5848213332,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2037,383750.7024777322,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2038,393714.21076469147,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2039,403977.758350514,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2040,414764.1022084508,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2041,425929.9214651204,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,_T,Total,2042,437088.531263398,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2022,125759.54631193679,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2023,128854.0344319428,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2024,131865.02128701695,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2025,134798.96533994508,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2026,137662.24577967514,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2027,140709.77740458792,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2028,143772.57475782483,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2029,146941.38529876588,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2030,150117.6711783849,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2031,153231.50065886293,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2032,156629.55279698828,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2033,160233.09145883902,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2034,164112.05413461235,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2035,168167.51525769412,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2036,172385.7436473347,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2037,176793.13003030492,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2038,181439.64974844566,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2039,186283.8667523164,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2040,191418.53529120804,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2041,196749.2051993076,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,M,Male,2042,202069.48247095925,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2022,146179.3448181757,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2023,149773.4573931691,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2024,153412.95675268697,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2025,157031.79082852078,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2026,160557.98830833755,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2027,164202.18892670042,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2028,167885.26130625306,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2029,171682.98447681038,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2030,175550.0501973723,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2031,179446.70379278678,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2032,183569.12824619413,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2033,187836.9189930133,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2034,192333.95705113816,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2035,197074.6114354276,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2036,201997.8411739985,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2037,206957.57244742732,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2038,212274.56101624577,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2039,217693.8915981976,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2040,223345.56691724277,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2041,229180.7162658128,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,_T,Total,F,Female,2042,235019.04879243873,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2022,40562.13593804595,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2023,40691.837820401524,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2024,40797.243039544206,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2025,41110.06036565777,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2026,41637.842440733904,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2027,41825.227561322354,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2028,42626.05871964926,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2029,43577.77129297666,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2030,44659.33569970782,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2031,45849.43352447543,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2032,47140.86511073542,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2033,48518.26369460752,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2034,49966.67667400694,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2035,51455.51010834678,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2036,52910.425268394625,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2037,54318.82505506103,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2038,55687.49128331426,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2039,57001.888732672815,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2040,58262.017863109264,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2041,59453.34299416959,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,_T,Total,2042,60584.44815482074,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2022,20156.837253960635,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2023,20267.40305877512,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2024,20386.95233523078,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2025,20600.067924010702,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2026,20929.001193333792,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2027,21123.597009807287,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2028,21531.86124408477,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2029,22020.009272340718,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2030,22573.667539949252,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2031,23181.917673684933,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2032,23841.442699403335,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2033,24544.64121802346,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2034,25284.464659488378,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2035,26045.43381112407,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2036,26789.818092037585,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2037,27511.12176119608,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2038,28213.214621768057,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2039,28888.63348192854,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2040,29537.24013442151,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2041,30151.70959467801,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,M,Male,2042,30736.04987312256,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2022,20405.298684085315,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2023,20424.434761626406,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2024,20410.290704313426,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2025,20509.992441647068,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2026,20708.841247400116,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2027,20701.630551515067,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2028,21094.197475564495,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2029,21557.762020635935,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2030,22085.668159758567,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2031,22667.5158507905,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2032,23299.422411332092,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2033,23973.62247658406,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2034,24682.21201451856,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2035,25410.076297222713,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2036,26120.607176357036,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2037,26807.703293864954,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2038,27474.2766615462,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2039,28113.255250744278,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2040,28724.777728687754,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2041,29301.633399491577,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y0T4,0-4,F,Female,2042,29848.39828169818,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2022,44323.2233826147,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2023,43286.75463494743,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2024,43049.07349709893,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2025,42625.43186499146,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2026,42236.632370638894,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2027,42746.40368120387,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2028,42907.91442910982,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2029,43038.391652989696,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2030,43384.842333308,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2031,43957.693988267034,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2032,44156.03435114144,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2033,45008.69366421143,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2034,46020.702814632445,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2035,47170.14595488833,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2036,48433.215116895844,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2037,49802.46520919046,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2038,51260.95468022088,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2039,52795.24673299691,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2040,54372.042849884514,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2041,55913.351110390126,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,_T,Total,2042,57404.42245399623,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2022,22096.28456958949,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2023,21589.54607402306,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2024,21447.83478911574,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2025,21197.609806167926,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2026,20995.499387445616,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2027,21220.42400683412,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2028,21348.68076314343,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2029,21489.075844166167,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2030,21725.99254339203,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2031,22086.19367314098,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
A,Annually,ZW_101,Buhera,POP_PROJ,Population projection,Y5T9,5-9,M,Male,2032,22296.493804922953,,NUM_PER,Number of Persons,ZIMSTAT,ZIMSTAT
